Ubicazione
VIA MOLINO DELLE ARMI N. 19 ; (z.d. 1)
VIA MOLINO DELLE ARMI num.0035; (z.d. 1)
VIA MOMIGLIANO ATTILIO N. 3 ; (z.d. 5)
VIA MONDOVI' N. 4 ; (z.d. 2)
VIA MONFALCONE N. 34 ; (z.d. 3)
VIA MONTE BIANCO ingresso da p.zza amendola num.002a; (z.d. 8)
VIA MONTE CENGIO N. 11 piano interrato; (z.d. 4)
VIA MONTE CENGIO N. 3 (z.d. 4)
VIA MONTE CENGIO N. 3 ; (z.d. 4)
VIA MONTE GENEROSO N. 53 (z.d. 8)
VIA MONTE NAPOLEONE N. 10 ; (z.d. 1)
VIA MONTE NAPOLEONE N. 13 ; (z.d. 1)
VIA MONTE NAPOLEONE N. 17 piano ammezzato; (z.d. 1)
VIA MONTE NAPOLEONE N. 25 ; (z.d. 1)
VIA MONTE NEVOSO N. 1 (z.d. 3)
VIA MONTE OLIVETO N. 10 (z.d. 4)
VIA MONTE OLIVETO N. 10 ; (z.d. 4)
VIA MONTE PALOMBINO N. 4 ; (z.d. 4)
VIA MONTE PALOMBINO N. 8 ; (z.d. 4)
VIA MONTE POPERA N. 9 ; (z.d. 4)
VIA MONTE ROSA N. 3 ; (z.d. 7)
VIA MONTE ROSA N. 62 ; (z.d. 8)
VIA MONTE ROSA N. 69 ; (z.d. 7)
VIA MONTE ROSA num.019e; (z.d. 6)
VIA MONTE ROTONDO N. 3 ; (z.d. 9)
VIA MONTE SAN GABRIELE N. 10 ; (z.d. 2)
VIA MONTE SAN GABRIELE N. 11 ; (z.d. 2)
VIA MONTE SAN GENESIO N. 14 ; (z.d. 9)
VIA MONTE SAN GENESIO N. 20 ; (z.d. 9)
VIA MONTE SAN GENESIO N. 5 ; (z.d. 9)
VIA MONTEGANI LODOVICO N. 10 (z.d. 5)
VIA MONTEGANI LODOVICO N. 13 ; (z.d. 5)
VIA MONTEGANI LODOVICO N. 2 ; (z.d. 5)
VIA MONTEGANI LODOVICO N. 23 ; (z.d. 5)
VIA MONTEGANI LODOVICO N. 49 ; (z.d. 5)
VIA MONTEGANI LODOVICO N. 64 ; (z.d. 5)
VIA MONTEGANI LODOVICO N. 66 ; (z.d. 5)
VIA MONTEPULCIANO N. 8 ; (z.d. 3)
VIA MONTEVIDEO N. 4 (z.d. 6)
VIA MONTI VINCENZO N. 15 ; (z.d. 1)
VIA MONTI VINCENZO N. 29 ; (z.d. 1)
VIA MONTI VINCENZO N. 32 ; (z.d. 1)
VIA MONTI VINCENZO N. 41 ; (z.d. 1)
VIA MONTI VINCENZO N. 41 piano terra; (z.d. 1)
VIA MONTI VINCENZO N. 47 ; (z.d. 1)
VIA MONTI VINCENZO N. 56 ; (z.d. 1)
VIA MONTI VINCENZO N. 58 c/o com. carabinieri reg.lomba; (z.d. 1)
VIA MONTI VINCENZO num.057a; (z.d. 1)
VIA MORA GIAN GIACOMO N. 12 ; (z.d. 1)
VIA MORA GIAN GIACOMO N. 5 ; (z.d. 1)
VIA MORAZZONE N. 8 (z.d. 1)
VIA MORGAGNI GIOVANNI BATTISTA N. 14 ; (z.d. 3)
VIA MORGAGNI GIOVANNI BATTISTA N. 2 ; (z.d. 3)
VIA MORGAGNI GIOVANNI BATTISTA N. 38 ; (z.d. 3)
VIA MORGANTINI MARIO N. 11 ; (z.d. 7)
VIA MORGANTINI MARIO N. 25 ; (z.d. 7)
VIA MORIGI N. 1 angolo piazza mentana (z.d. 1)
VIA MORIGI N. 1 in prof.; (z.d. 1)
VIA MORONE GEROLAMO N. 3 ; (z.d. 1)
VIA MOROSINI EMILIO N. 12 ; (z.d. 4)
VIA MOROSINI EMILIO N. 23 ; (z.d. 4)
VIA MOROSINI EMILIO N. 33 ; (z.d. 4)
VIA MOROSINI EMILIO num.0511; (z.d. 4)
VIA MORTARA N. 5 ; (z.d. 6)
VIA MOSCA ANTONIO N. 178 ; (z.d. 7)
VIA MOSCA ANTONIO N. 187 ; (z.d. 7)
VIA MOSCA ANTONIO num.017; (z.d. 7)
VIA MOSCATI PIETRO N. 20 ; (z.d. 1)
VIA MURAT GIOACCHINO N. 38 ; (z.d. 9)
VIA MURAT GIOACCHINO N. 60 ; (z.d. 9)
VIA MURAT GIOACCHINO N. 70 ; (z.d. 9)
VIA MURAT GIOACCHINO N. 73 ; (z.d. 9)
VIA MURAT GIOACCHINO N. 8 ; (z.d. 9)
VIA MURAT GIOACCHINO N. 85 ; (z.d. 9)
VIA MURATORI LODOVICO N. 11 ; (z.d. 4)
VIA MURATORI LODOVICO N. 26 ; (z.d. 4)
VIA MURATORI LODOVICO N. 42 ; (z.d. 4)
VIA MURATORI LODOVICO N. 52 (z.d. 4)
VIA MURATORI LODOVICO N. 52 ; (z.d. 4)
VIA MURATORI LODOVICO N. 54 ; (z.d. 4)
VIA MURATORI LODOVICO N. 7 (z.d. 4)
VIA MUSSI GIUSEPPE N. 11 ; (z.d. 8)
VIA MUSSI GIUSEPPE N. 12 ; (z.d. 8)
VIA MUSSI GIUSEPPE N. 15 ; (z.d. 8)
VIA MUSSI GIUSEPPE N. 5 ; (z.d. 8)
VIA MUSSI GIUSEPPE N. 9 ; (z.d. 8)
VIA NATTA GIULIO N. 20 ; (z.d. 8)
VIA NEERA ANNA N. 15 ingr.via montegani; (z.d. 5)
VIA NEERA ANNA N. 22 ; (z.d. 5)
VIA NEERA ANNA num.0253; (z.d. 5)
VIA NEGROLI N. 1 ; (z.d. 4)
VIA NEGROLI N. 11 ; (z.d. 4)
VIA NEGROLI N. 13 ; (z.d. 4)
VIA NEGROLI N. 2 (z.d. 4)
VIA NEGROLI N. 39 ; (z.d. 4)
VIA NERI POMPEO N. 2 ; (z.d. 6)
VIA NERINO N. 10 (z.d. 1)
VIA NERVESA N. 10 ; (z.d. 4)
VIA NICCODEMI DARIO N. 4 (z.d. 8)
VIA NICCODEMI DARIO N. 6 ; (z.d. 8)
VIA NICCOLINI GIOVANNI BATTISTA N. 16 via niccolini  16 (z.d. 1)
VIA NICCOLINI GIOVANNI BATTISTA N. 25 ; (z.d. 8)
VIA NIKOLAJEVKA N. 3 ; (z.d. 7)
VIA NIRONE num.002a; (z.d. 1)
VIA NOTA ALBERTO N. 46 ; (z.d. 9)
VIA NOVARA N. 105 ; (z.d. 7)
VIA NOVARA N. 123 ; (z.d. 7)
VIA NOVARA N. 139 (z.d. 7)
VIA NOVARA N. 139 ; (z.d. 7)
VIA NOVARA N. 141 ; (z.d. 7)
VIA NOVARA N. 15 (z.d. 7)
VIA NOVARA N. 15 ; (z.d. 7)
VIA NOVARO MICHELE N. 25 ; (z.d. 9)
VIA NOVARO MICHELE N. 25 con ingresso via taccioli; (z.d. 9)
VIA OGLIO N. 3 ; (z.d. 4)
VIA OLGETTINA N. 60 ; (z.d. 3)
VIA OLGETTINA N. 65 (z.d. 3)
VIA OLMETTO N. 21 ; (z.d. 1)
VIA OLMETTO N. 5 piano rialzato; (z.d. 1)
VIA OLONA N. 12 ; (z.d. 1)
VIA OLTROCCHI BALDASSARE N. 11 ; (z.d. 4)
VIA OLTROCCHI BALDASSARE N. 7 ; (z.d. 4)
VIA ORGANDINO GIUSEPPE N. 2 ; (z.d. 7)
VIA ORIANI ALFREDO N. 2 ; (z.d. 1)
VIA ORNATO LUIGI N. 113 ; (z.d. 9)
VIA ORNATO LUIGI N. 113 altro locale; (z.d. 9)
VIA ORNATO LUIGI N. 19 ; (z.d. 9)
VIA ORNATO LUIGI N. 24 ; (z.d. 9)
VIA ORNATO LUIGI N. 34 ; (z.d. 9)
VIA ORNATO LUIGI N. 53 ; (z.d. 9)
VIA ORNATO LUIGI N. 60 ; (z.d. 9)
VIA ORNATO LUIGI N. 7 ; (z.d. 9)
VIA OROBONI ANTONIO N. 13 ; (z.d. 9)
VIA ORSINI VINCENZO GIORDANO N. 16 ; (z.d. 7)
VIA ORSINI VINCENZO GIORDANO N. 2 ; (z.d. 7)
VIA ORTI N. 5 ; (z.d. 1)
VIA ORTICA N. 1 ; (z.d. 3)
VIA ORTICA N. 3 ; (z.d. 3)
VIA OSIMO AUGUSTO N. 3 ; (z.d. 4)
VIA OSOPPO N. 13 ; (z.d. 7)
VIA OSOPPO N. 13 con ingr.in via caccialepori; (z.d. 7)
VIA OSTIGLIA N. 10 in seminterrato; (z.d. 4)
VIA OVADA N. 1 ; (z.d. 6)
VIA OXILIA NINO N. 11 ; (z.d. 2)
VIA OZANAM FEDERICO N. 10 ; (z.d. 3)
VIA OZANAM FEDERICO N. 4 primo piano; (z.d. 3)
VIA OZANAM FEDERICO N. 8 ; (z.d. 3)
VIA OZANAM FEDERICO N. 9 (z.d. 3)
VIA OZANAM FEDERICO N. 9 ; (z.d. 3)
VIA PACINI GIOVANNI N. 15 ; (z.d. 3)
VIA PACINI GIOVANNI N. 22 (z.d. 3)
VIA PACINI GIOVANNI N. 22 ; (z.d. 3)
VIA PACINI GIOVANNI N. 25 ; (z.d. 3)
VIA PACINI GIOVANNI N. 33 ; (z.d. 3)
VIA PACINI GIOVANNI N. 34 ; (z.d. 3)
VIA PACINI GIOVANNI N. 50 ; (z.d. 3)
VIA PACINI GIOVANNI N. 54 ; (z.d. 3)
VIA PACINI GIOVANNI N. 58 ; (z.d. 3)
VIA PACINI GIOVANNI N. 70 ; (z.d. 3)
VIA PACINOTTI FRA' ANTONIO N. 8 (z.d. 8)
VIA PADOVA N. 12 ; (z.d. 2)
VIA PADOVA N. 133 ; (z.d. 2)
VIA PADOVA N. 140 ; (z.d. 2)
VIA PADOVA N. 142 ; (z.d. 2)
VIA PADOVA N. 147 ; (z.d. 2)
VIA PADOVA N. 154 ; (z.d. 2)
"VIA PADOVA N. 154 vl.e padova, 154 (z.d. 2)"
VIA PADOVA N. 167 ; (z.d. 2)
VIA PADOVA N. 168 ; (z.d. 2)
VIA PADOVA N. 178 ; (z.d. 2)
VIA PADOVA N. 182 ; (z.d. 2)
VIA PADOVA N. 186 ; (z.d. 2)
VIA PADOVA N. 191 ; (z.d. 2)
VIA PADOVA N. 213 ; (z.d. 2)
VIA PADOVA N. 217 ; (z.d. 2)
VIA PADOVA N. 232 ; (z.d. 2)
VIA PADOVA N. 235 (z.d. 2)
VIA PADOVA N. 235 ; (z.d. 2)
VIA PADOVA N. 255 ; (z.d. 2)
VIA PADOVA N. 26 ; (z.d. 2)
VIA PADOVA N. 27 (z.d. 2)
VIA PADOVA N. 276 ; (z.d. 2)
VIA PADOVA N. 279 ; (z.d. 2)
VIA PADOVA N. 288 ; (z.d. 2)
VIA PADOVA N. 3 (z.d. 2)
VIA PADOVA N. 310 ; (z.d. 2)
VIA PADOVA N. 324 p.r.; (z.d. 2)
VIA PADOVA N. 39 ; (z.d. 2)
VIA PADOVA N. 40 ; (z.d. 2)
VIA PADOVA N. 41 (z.d. 2)
VIA PADOVA N. 45 ; (z.d. 2)
VIA PADOVA N. 60 ; (z.d. 2)
VIA PADOVA N. 63 ; (z.d. 2)
VIA PADOVA N. 65 ; (z.d. 2)
VIA PADOVA N. 70 ; (z.d. 2)
VIA PADOVA N. 77 ; (z.d. 2)
VIA PADOVA N. 87 ; (z.d. 2)
VIA PADOVA N. 92 ; (z.d. 2)
VIA PADOVA N. 95 ; (z.d. 2)
VIA PAGANO MARIO N. 4 ; (z.d. 1)
VIA PAGANO MARIO piano rialzato num.03739; (z.d. 1)
VIA PAGLIANO ELEUTERIO N. 35 ; (z.d. 7)
VIA PAISIELLO GIOVANNI N. 2 ; (z.d. 3)
VIA PAISIELLO GIOVANNI N. 3 ; (z.d. 3)
VIA PALAZZI LAZZARO N. 15 ; (z.d. 3)
VIA PALAZZI LAZZARO N. 19 ; (z.d. 3)
VIA PALAZZI LAZZARO N. 3 ; (z.d. 3)
VIA PALAZZI LAZZARO N. 4 ; (z.d. 3)
VIA PALAZZI LAZZARO N. 7 ingresso da via tadino; (z.d. 3)
VIA PALAZZI LAZZARO N. 8 (z.d. 3)
VIA PALEOCAPA PIETRO N. 1 ; (z.d. 1)
VIA PALERMO N. 1 ; (z.d. 1)
VIA PALERMO N. 15 ; (z.d. 1)
VIA PALERMO N. 18 ; (z.d. 1)
VIA PALIZZI FILIPPO N. 119F (z.d. 8)
VIA PALIZZI FILIPPO num.119; (z.d. 8)
VIA PALLADIO ANDREA N. 3A (z.d. 5)
VIA PALLADIO ANDREA num.003a; (z.d. 5)
VIA PALMA JACOPO N. 10 ; (z.d. 7)
VIA PALMA JACOPO N. 26 ; (z.d. 7)
VIA PALMA JACOPO N. 5 ; (z.d. 7)
VIA PALMA JACOPO N. 9 ; (z.d. 7)
VIA PALMANOVA N. 127 ; (z.d. 2)
VIA PALMANOVA N. 143 ; (z.d. 2)
VIA PALMANOVA N. 147 ; (z.d. 2)
VIA PALMANOVA N. 28 (z.d. 3)
VIA PALMANOVA N. 30 ; (z.d. 3)
VIA PALMANOVA N. 54 (z.d. 3)
VIA PALMANOVA N. 56 ; (z.d. 3)
VIA PALMANOVA N. 67 (z.d. 2)
VIA PALMANOVA N. 67 ; (z.d. 2)
VIA PALMANOVA N. 75 ; (z.d. 2)
VIA PALMANOVA N. 81 ; (z.d. 2)
VIA PALMANOVA num.1551; (z.d. 2)
VIA PALMIERI NICOLA N. 30 ; (z.d. 5)
VIA PAMPURI FRA' RICCARDO N. 3 (z.d. 5)
VIA PAMPURI FRA' RICCARDO N. 7 (z.d. 5)
VIA PANIZZI ANTONIO N. 12 ; (z.d. 6)
VIA PANTELLERIA num.008; (z.d. 8)
VIA PANTIGLIATE N. 11 ; (z.d. 6)
VIA PAOLO DA CANNOBIO N. 16 (z.d. 1)
VIA PAOLO DA CANNOBIO N. 16 ; (z.d. 1)
VIA PAOLO DA CANNOBIO N. 37 ; (z.d. 1)
VIA PAOLO DA CANNOBIO N. 8 ; (z.d. 1)
VIA PAOLO DA CANNOBIO N. 9 ; (z.d. 1)
VIA PAPI LAZZARO N. 22 ; (z.d. 4)
VIA PAPI LAZZARO N. 8 ; (z.d. 4)
VIA PAPI LAZZARO N. 9 ; (z.d. 4)
VIA PARACELSO FILIPPO N. 10 ; (z.d. 3)
VIA PARAVIA PIER ALESSANDRO N. 2 ; (z.d. 7)
VIA PARAVIA PIER ALESSANDRO N. 26 ; (z.d. 7)
VIA PARAVIA PIER ALESSANDRO N. 77 ; (z.d. 7)
VIA PARENZO N. 6 ; (z.d. 6)
VIA PARENZO N. 8 ; (z.d. 6)
VIA PARETO VILFREDO N. 11 ; (z.d. 8)
VIA PARETO VILFREDO N. 13 ; (z.d. 8)
VIA PARETO VILFREDO N. 7 ; (z.d. 8)
VIA PARINI GIUSEPPE N. 12 ; (z.d. 1)
VIA PARINI GIUSEPPE N. 7 ; (z.d. 1)
VIA PARINI GIUSEPPE N. 9 (z.d. 1)
VIA PARINI GIUSEPPE N. 9 ; (z.d. 1)
VIA PARINI GIUSEPPE num.005a; (z.d. 1)
VIA PARMIGIANINO N. 14 ; (z.d. 7)
VIA PARRAVICINI RAFFAELE N. 18 ingr. via edolo 30; (z.d. 2)
VIA PARUTA PAOLO N. 66 (z.d. 2)
VIA PASCARELLA CESARE N. 1 ; (z.d. 8)
VIA PASCARELLA CESARE N. 22 ; (z.d. 8)
VIA PASCOLI GIOVANNI N. 2 ; (z.d. 3)
VIA PASCOLI GIOVANNI N. 3 ; (z.d. 3)
VIA PASCOLI GIOVANNI N. 56 ; (z.d. 3)
VIA PASSARELLA N. 4 ; (z.d. 1)
VIA PASSERONI GIAN CARLO N. 2 ; (z.d. 5)
VIA PASTEUR LUIGI N. 6 ; (z.d. 2)
VIA PASTRENGO N. 1 ; (z.d. 9)
VIA PATTARI N. 6 ; (z.d. 1)
VIA PAULLO N. 13 ; (z.d. 4)
VIA PAULLO N. 7 piano rialzato; (z.d. 4)
VIA PAULUCCI DI CALBOLI FULCIERI N. 24 (z.d. 9)
VIA PAVIA N. 3 ; (z.d. 5)
VIA PAVIA N. 6/2 (z.d. 5)
VIA PAVONI LODOVICO N. 1 ; (z.d. 9)
VIA PECCHIO GIUSEPPE N. 1 i piano; (z.d. 3)
VIA PECCHIO GIUSEPPE N. 17 (z.d. 3)
VIA PECCHIO GIUSEPPE N. 3 ; (z.d. 3)
VIA PECCHIO GIUSEPPE N. 5 ; (z.d. 3)
VIA PELITTI GIUSEPPE N. 2 ; (z.d. 2)
VIA PELIZZA DA VOLPEDO N. 12 ; (z.d. 7)
VIA PELIZZA DA VOLPEDO N. 26 con ingr. via mose' bianchi 52; (z.d. 7)
VIA PERGOLESI GIOVANNI BATTISTA N. 19 ; (z.d. 3)
VIA PERGOLESI GIOVANNI BATTISTA N. 22 ; (z.d. 2)
VIA PERGOLESI GIOVANNI BATTISTA N. 3 (z.d. 3)
VIA PERGOLESI GIOVANNI BATTISTA N. 7 (z.d. 3)
VIA PERINI CARLO N. 19 ; (z.d. 8)
VIA PERUGINO N. 24 (z.d. 4)
VIA PERUGINO N. 24 ; (z.d. 4)
VIA PERUGINO N. 32 ; (z.d. 4)
VIA PESTALOZZI GIOVANNI ENRICO N. 2 ing. via ludovico il moro; (z.d. 6)
VIA PESTALOZZI GIOVANNI ENRICO N. 4 ; (z.d. 6)
VIA PETRARCA FRANCESCO N. 16 ; (z.d. 1)
VIA PETRELLA ERRICO N. 21 (z.d. 3)
VIA PETRELLA ERRICO N. 4 (z.d. 3)
VIA PETROCCHI POLICARPO N. 2 ; (z.d. 2)
VIA PETROCCHI POLICARPO N. 21 (z.d. 2)
VIA PETROCCHI POLICARPO N. 21 ; (z.d. 2)
VIA PETROCCHI POLICARPO N. 21 via petrocchi  21 (z.d. 2)
VIA PEZZOTTI GIOVANNI N. 19 (z.d. 5)
VIA PEZZOTTI GIOVANNI N. 19 ; (z.d. 5)
VIA PEZZOTTI GIOVANNI N. 46 ; (z.d. 5)
VIA PEZZOTTI GIOVANNI N. 54 ; (z.d. 5)
VIA PEZZOTTI GIOVANNI N. 55 ; (z.d. 5)
VIA PIACENZA N. 1 ; (z.d. 5)
VIA PIACENZA N. 1 primo piano; (z.d. 5)
VIA PIACENZA N. 15 (z.d. 5)
VIA PIACENZA N. 17 ; (z.d. 5)
VIA PIACENZA N. 4 ; (z.d. 5)
VIA PIANELL SALVATORE N. 58 ; (z.d. 9)
VIA PICCO MADRE ANNA EUGENIA N. 8 ingresso via celentano; (z.d. 2)
VIA PICHI MARIO N. 3 ; (z.d. 6)
VIA PIER LOMBARDO N. 3 ; (z.d. 4)
VIA PIERI MARIO N. 2 (z.d. 2)
VIA PIERI MARIO N. 2 ; (z.d. 2)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 1 ing. pubb. pza argentina; (z.d. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 14 ; (z.d. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 22 (z.d. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 36 ; (z.d. 2)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 (z.d. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 ; (z.d. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 40 ; (z.d. 2)
VIA PIERO DELLA FRANCESCA N. 22 ; (z.d. 8)
VIA PIERO DELLA FRANCESCA N. 38 ; (z.d. 8)
VIA PIERO DELLA FRANCESCA N. 51 ; (z.d. 8)
VIA PIERO DELLA FRANCESCA N. 54 ; (z.d. 8)
VIA PIERO DELLA FRANCESCA N. 74 ; (z.d. 8)
VIA PIERO DELLA FRANCESCA num.036; (z.d. 8)
VIA PILO ROSOLINO N. 3 ; (z.d. 3)
VIA PILO ROSOLINO N. 8 ; (z.d. 3)
VIA PILO ROSOLINO N. 9 ; (z.d. 3)
VIA PILO ROSOLINO num.019b; (z.d. 3)
VIA PINAMONTE DA VIMERCATE N. 5 ; (z.d. 1)
VIA PINDARO N. 23 seminterrato; (z.d. 2)
VIA PINTURICCHIO N. 5 ; (z.d. 3)
VIA PIO II N. 3 int. osp. s. carlo; (z.d. 7)
VIA PIOMBINO N. 1 con ingresso via aldini; (z.d. 8)
VIA PIRANDELLO LUIGI N. 4 ; (z.d. 7)
VIA PIRANDELLO LUIGI piano seminterrato num.004a; (z.d. 7)
VIA PIRANESI GIOVANNI BATTISTA N. 22 ; (z.d. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 26 (z.d. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 35 ; (z.d. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 9 ; (z.d. 4)
VIA PIRANO N. 4 ; (z.d. 2)
VIA PIRELLI GIOVANNI BATTISTA N. 27 ; (z.d. 9)
VIA PISACANE CARLO N. 26 (z.d. 3)
VIA PISACANE CARLO N. 3 piano rialzato in appartamento; (z.d. 3)
VIA PISACANE CARLO N. 40 ; (z.d. 3)
VIA PISANELLO N. 2 ; (z.d. 7)
VIA PISANELLO N. 21 ; (z.d. 7)
VIA PISANELLO N. 26 ; (z.d. 7)
VIA PISANELLO N. 8 ; (z.d. 7)
VIA PISANI VITTOR N. 19 ; (z.d. 2)
VIA PISANI VITTOR N. 31 ; (z.d. 2)
VIA PISANI VITTOR N. 5 piano rialzato; (z.d. 2)
VIA PISANI VITTOR N. 7 ; (z.d. 2)
VIA PISTRUCCI SCIPIONE N. 10 ; (z.d. 4)
VIA PISTRUCCI SCIPIONE N. 23 (z.d. 4)
VIA PISTRUCCI SCIPIONE N. 25 ; (z.d. 4)
VIA PISTRUCCI SCIPIONE N. 5 ; (z.d. 4)
VIA PITTERI RICCARDO N. 3 ; (z.d. 3)
VIA PLANA GIOVANNI ANTONIO N. 2 ; (z.d. 8)
VIA PLANA GIOVANNI ANTONIO N. 23 ; (z.d. 8)
VIA PLANA GIOVANNI ANTONIO N. 26 ; (z.d. 8)
VIA PLANA GIOVANNI ANTONIO N. 32 ; (z.d. 8)
VIA PLANA GIOVANNI ANTONIO N. 49 ; (z.d. 8)
VIA PLEZZO N. 16 riservata solo ai soci; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 11 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 13 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 29 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 39 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 40 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 42 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 46 (z.d. 3)
VIA PLINIO CAIO SECONDO N. 48 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 5 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 51 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 61 (z.d. 3)
VIA PLINIO CAIO SECONDO N. 61 via plinio  61 (z.d. 3)
VIA PLINIO CAIO SECONDO N. 63 ; (z.d. 3)
VIA PLINIO CAIO SECONDO N. 63 ang.p.za erba; (z.d. 3)
VIA PODGORA N. 11 piano rialzato; (z.d. 1)
VIA POERIO CARLO num.04143; (z.d. 3)
VIA POGGIBONSI N. 14 (z.d. 7)
VIA POGGIBONSI N. 14 ; (z.d. 7)
VIA POLA N. 15 ; (z.d. 9)
VIA POLA N. 4A num.004a; (z.d. 2)
VIA POLESINE N. 21 ; (z.d. 4)
VIA POLESINE N. 23 ; (z.d. 4)
VIA POLESINE N. 25 ; (z.d. 4)
VIA POLESINE N. 39 3 piano; (z.d. 4)
VIA POLESINE N. 39 ; (z.d. 4)
VIA POLIBIO N. 1 ; (z.d. 7)
VIA POLIZIANO N. 12 ; (z.d. 8)
VIA POLIZIANO N. 13 ; (z.d. 8)
VIA POLIZIANO num.005.; (z.d. 6)
VIA POLLAIUOLO ANTONIO N. 16 ; (z.d. 9)
VIA POLLAIUOLO ANTONIO N. 2 (z.d. 9)
VIA POLONIA N. 10 (z.d. 8)
VIA POMA CARLO N. 18 ingr.via archimede; (z.d. 4)
VIA POMA CARLO N. 58 ; (z.d. 4)
VIA POMPONAZZI PIETRO N. 4 ; (z.d. 5)
VIA POMPONAZZI PIETRO N. 9 ; (z.d. 5)
VIA PONALE N. 48 ; (z.d. 9)
VIA PONALE N. 6 ; (z.d. 9)
VIA PONALE N. 66 ; (z.d. 9)
VIA PONCHIELLI AMILCARE N. 1 ; (z.d. 3)
VIA PONTACCIO N. 2 ; (z.d. 1)
VIA PONTACCIO N. 7 ; (z.d. 1)
VIA PONTE NUOVO N. 26 ; (z.d. 2)
VIA PONTE NUOVO N. 48 ; (z.d. 2)
VIA PONTE NUOVO N. 5 ; (z.d. 2)
VIA PONTE NUOVO N. 8 estetista in profumeria; (z.d. 2)
VIA PONTE SEVESO N. 22 (z.d. 2)
VIA PONTE SEVESO N. 26 ; (z.d. 2)
VIA PONTE SEVESO N. 28 ; (z.d. 2)
VIA PONTE SEVESO N. 30 ; (z.d. 2)
VIA PONTE SEVESO N. 33 ; (z.d. 2)
VIA PONTE SEVESO N. 36 (z.d. 2)
VIA PONTE SEVESO N. 40 ; (z.d. 2)
VIA PONTE SEVESO N. 44 ; (z.d. 2)
VIA PONTE VECCHIO N. 4 ; (z.d. 2)
VIA PONTE VETERO N. 10 ; (z.d. 1)
VIA PONTI ANDREA N. 1 ; (z.d. 6)
VIA PONTI DELLA PRIULA N. 2 ; (z.d. 4)
VIA PONTI ETTORE N. 21 edificio b; (z.d. 6)
VIA PONTI ETTORE N. 43 ; (z.d. 6)
VIA PONTI ETTORE N. 54 ; (z.d. 6)
VIA POPOLI UNITI N. 15 ; (z.d. 2)
VIA POPULONIA N. 8 ; (z.d. 9)
VIA PORDENONE N. 1 ; (z.d. 3)
VIA PORDENONE N. 13 ; (z.d. 3)
VIA PORDENONE N. 28 ; (z.d. 3)
VIA PORDENONE N. 8 primo piano; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 107 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 109 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 111 (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 126 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 14 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 14 angolo via ricordi; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 146 piano rialzato; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 151 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 167 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 187 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 89 ; (z.d. 3)
VIA PORPORA NICOLA ANTONIO N. 9 (z.d. 3)
VIA PORRO LAMBERTENGHI LUIGI N. 15 (z.d. 9)
VIA PORRO LAMBERTENGHI LUIGI N. 25 ; (z.d. 9)
VIA PORTINARI PIGELLO N. 1 ; (z.d. 2)
VIA PREDA PIERO N. 2 ; (z.d. 5)
VIA PRESTINARI MARCELLO N. 5 ; (z.d. 9)
VIA PREVIATI GAETANO N. 10 ; (z.d. 7)
VIA PREVIATI GAETANO N. 21 ; (z.d. 7)
VIA PREVIATI GAETANO N. 72 ; (z.d. 7)
VIA PRIMATICCIO FRANCESCO N. 182 ; (z.d. 6)
VIA PRIMATICCIO FRANCESCO N. 196 ; (z.d. 7)
VIA PRIMATICCIO FRANCESCO N. 2 ; (z.d. 6)
VIA PRIMATICCIO FRANCESCO N. 32 ; (z.d. 6)
VIA PRIMATICCIO FRANCESCO N. 34 ; (z.d. 6)
VIA PRINA GIUSEPPE N. 12 ; (z.d. 8)
VIA PRINA GIUSEPPE N. 15 ; (z.d. 8)
VIA PRINA GIUSEPPE N. 4 ; (z.d. 8)
VIA PRINA GIUSEPPE num.002a; (z.d. 8)
